Geneid,SSCF31.bam,SSCF32.bam,SSCF33.bam,SSCF38.bam,SSCF39.bam
erap1b,1200,1265,893,1141,1151
erap2,613,407,266,258,575
erbb2,1270,1099,1128,1179,1017
erbb3a,265,125,76,104,63
erbb3b,204,343,140,213,207
erbin,2227,2147,1930,1758,2025
erc2,360,353,244,273,292
ercc1,1971,1448,1985,1906,1003
ercc2,244,255,132,207,158
ercc3,826,942,721,639,632
ercc4,423,461,313,420,375
ercc5,425,743,419,337,641
ercc6,1403,1500,1047,1117,1457
ercc6l,1224,2026,399,1577,1809
ercc6l2,510,565,973,405,589
ercc8,150,267,181,174,132
erf,549,742,698,779,599
erfl1,2,8,2,0,0
erfl3,16,47,18,12,22
erg28,292,196,457,278,243
ergic1,296,595,462,556,525
ergic2,2891,1503,1620,1418,2755
ergic3,1369,2233,1122,2382,2245
erh,1048,1090,1652,1212,1338
eri1,3704,4515,3587,3808,4262
eri2,518,652,456,361,437
erich2,0,1,2,2,0
erich3,4,2,0,1,6
erlec1,1611,1736,1260,1077,1579
erlin1,4924,5819,3614,3416,4778
erlin2,648,925,778,900,598
ern1,34,139,24,26,22
ern2,148,76,85,149,89
ero1b,1244,1451,699,1271,1375
erp44,1307,1738,997,1346,2051
errfi1a,1636,2312,1409,1748,1300
esama,52,45,52,34,46
esamb,782,936,642,787,611
esco2,642,761,376,481,570
esd,674,1051,681,949,635
esf1,513,767,437,713,647
esm1,85,75,72,50,144
espl1,6769,6462,4545,4727,5752
espn,726,825,485,498,633
esr1,452,336,371,96,398
esr2a,534,506,568,409,437
esrp1,381,350,269,206,237
esrp2,348,706,665,525,512
esrra,986,1427,1113,675,1056
esrrb,760,697,635,561,637
esrrga,123,100,169,167,39
esrrgb,80,150,74,136,115
ess2,706,1110,652,1160,748
esyt1a,50,9,13,15,25
esyt1b,168,74,97,30,128
esyt2b,1382,890,541,1084,1259
esyt3,849,1507,545,943,1224
etfa,1176,1530,1075,1287,976
etfb,2079,2612,1689,1970,2009
etfbkmt,424,858,559,1190,921
etfdh,1671,2457,1545,2131,2239
ethe1,871,976,779,500,890
etnk1,102,149,48,52,99
etnk2,3329,3662,2785,3092,3587
etnppl,4,4,0,4,15
ets1,317,400,554,415,409
etsrp,106,122,23,13,149
etv1,25,31,68,7,32
etv4,52,68,22,33,53
etv5a,576,563,628,613,385
etv6,255,180,222,131,151
etv7,283,237,181,130,233
eva1a,176,119,147,138,274
eva1ba,611,287,256,284,386
eva1bb,41,10,10,5,10
evi5b,927,1035,657,697,1006
evi5l,1917,1949,2068,1591,2007
evla,212,755,246,463,598
evlb,377,292,150,337,314
evpla,12,6,2,4,26
evplb,499,358,298,475,397
evx1,0,0,0,2,4
evx2,0,0,0,0,0
exd1,797,1202,676,1192,1046
exd2,1850,3821,2992,4821,2321
exd3,257,486,253,216,303
exo1,1970,1927,1946,1364,1745
exoc1,853,817,770,773,979
exoc1l,0,0,0,0,0
exoc2,1568,1894,1380,1480,1770
exoc3,1217,1220,1305,1105,1201
exoc3l1,28,30,28,10,22
exoc3l2a,1969,1320,748,801,1804
exoc3l2b,2451,2746,2619,2210,2825
exoc3l4,22,97,20,85,82
exoc4,838,999,679,1201,1242
exoc5,434,975,424,490,943
exoc6,92,126,146,120,87
exoc6b,368,640,459,655,271
exoc7,2403,2451,2179,3131,2740
exoc8,768,788,473,463,626
exosc10,2941,3124,2824,3412,2980
exosc1,1348,1533,1599,1732,1547
exosc2,2256,3213,1856,1667,2234
exosc3,977,1597,1090,948,1107
exosc4,1438,1463,1280,1633,1937
exosc5,1570,1596,1935,1558,1138
exosc6,1904,2005,1779,1597,1805
exosc7,1628,1262,1632,1165,990
exosc8,780,1066,539,665,991
exosc9,421,461,285,803,658
ext1b,1501,1697,1343,1509,1682
ext2,199,485,129,109,300
extl3,993,1219,651,1194,1564
eya1,0,0,0,0,0
eya2,2879,2634,1316,4387,5271
eya3,305,339,250,228,266
eya4,0,0,0,4,4
eys,965,866,178,463,612
ezh1,160,111,163,96,130
ezh2,4311,3821,2854,3934,5131
ezra,2,2,4,16,10
ezrb,645,1138,591,773,740
f11r.1,1731,2561,2561,1185,1967
f13a1b,259,180,116,190,242
f2,16,4,23,16,15
f2r,3,0,0,2,2
f2rl2,6,12,5,8,10
f3a,49,36,36,40,63
f5,0,7,0,0,0
f7l,0,0,0,2,0
f8,26,204,25,16,50
f8a,1170,1100,959,1358,1200
f9a,2,0,0,0,0
f9b,12,3,6,6,9
fa2h,854,1266,1165,2074,755
faah2b,348,233,273,228,404
faap100,635,723,529,593,738
faap24,559,804,875,669,685
fabp10a,16,6,20,32,16
fabp2,0,12,2,4,0
fabp3,1733,675,1372,1319,2958
fabp4a,1030,124,68,263,199
fabp4b,104232,73779,103289,86984,101261
fadd,2292,1977,2541,1941,1748
fads2,59,42,31,46,34
faf1,1151,2055,971,1190,1676
faf2,2205,2834,2069,2319,2764
fah,146,77,77,91,177
fahd1,993,987,758,733,685
fahd2a,627,421,273,364,603
faim2b,149,137,166,122,168
faima,1051,1289,793,825,907
fam102bb,98,139,71,55,192
fam107b,1377,1686,1247,1014,1435
fam110b,17,40,35,35,12
fam110c,2,0,2,4,2
fam110d,88,70,50,20,67
fam113,1100,1835,899,1308,1236
fam114a1,667,956,501,529,334
fam114a2,1201,1164,612,1162,1259
fam117aa,144,105,102,108,168
fam117ba,441,692,301,363,510
fam118b,429,559,442,380,582
fam120b,368,516,234,298,379
fam120c,2354,2628,1603,2051,2855
fam131aa,1649,1180,689,1127,1664
fam131ab,2,8,0,2,0
fam131bb,0,84,24,20,91
fam131c,2,0,6,0,2
fam133b,2814,3627,3730,3206,3035
fam135a,744,984,675,639,735
fam135b,271,175,110,156,301
fam136a,3009,2481,3091,2507,3031
fam13a,1165,774,1827,1220,1187
fam13b,3242,3979,2273,2271,3256
fam13c,4,4,4,2,0
fam149b1,164,191,104,162,205
fam151b,262,314,199,160,267
fam161a,28,30,18,29,47
fam161b,0,6,0,2,8
fam162a,1392,725,1780,1397,1529
fam163ba,9,13,14,8,34
fam166b,4,0,0,0,2
fam167ab,20,12,14,2,8
fam167b,24,17,52,41,22
fam168a,686,596,657,523,523
fam168b,7609,5485,6242,5252,6066
fam169b,18,158,23,23,45
fam171a1,1542,1733,1325,1658,1636
fam171b,263,270,118,466,293
fam172a,683,534,767,701,867
fam174b,1385,1629,1679,1863,1494
fam174c,617,782,575,607,684
fam177a1,2526,2359,1874,1984,2273
fam184aa,537,502,295,552,674
fam184ab,56,196,46,14,41
fam184b,53,191,93,161,143
fam185a,627,657,671,613,642
fam189a1,22,8,79,10,28
fam189b,3,2,0,0,0
fam193a,292,800,331,561,367
fam193b,1711,2152,1682,1540,1599
fam199x,5333,4848,4963,4075,4478
fam204a,172,110,165,114,118
fam20a,31,22,19,24,27
fam20b,176,272,174,140,224
fam20ca,108,114,133,133,231
fam210aa,2497,2625,2283,2257,1963
fam210b,411,525,479,516,788
fam217ba,303,354,369,203,208
fam219aa,2206,1761,1463,1301,1619
fam219ab,461,463,414,315,322
fam219b,873,849,815,787,861
fam221a,12,2,4,8,9
fam222aa,1587,791,846,1042,978
fam222ba,330,305,295,229,268
fam228a,0,0,0,0,2
fam234a,1610,1588,1099,1076,1694
fam234b,316,203,144,272,265
fam241a,1367,1420,1135,1411,1818
fam32a,3625,3176,4584,4466,2409
fam3a,2599,2400,1711,1033,1569
fam3c,1912,2048,1272,1443,2050
fam43a,106,119,96,57,45
fam43b,20,58,8,56,30
fam49a,1320,1552,1614,1587,1667
fam49al,21,4,15,16,11
fam49ba,236,272,121,252,379
fam49bb,1644,1546,1053,1354,1551
fam50a,2858,3340,2767,2612,2840
fam53b,663,698,444,463,439
fam53c,2569,2442,2497,2255,2284
fam72a,1448,1223,1584,1042,1146
fam76b,1441,1364,1204,1197,1184
fam78ab,98,61,56,45,59
fam78ba,12,6,8,7,2
fam78bb,8,6,2,2,0
fam83b,4,6,8,6,2
fam83c,1492,1841,971,1492,1979
fam83d,793,905,709,988,920
fam83e,14,5,0,0,11
fam83ha,2385,1880,1561,2060,1741
fam83hb,56,52,30,18,69
fam89a,2473,2512,1641,2236,2344
fam91a1,254,223,173,180,243
fam98a,7938,11035,5784,7817,9699
fam98b,1027,1860,697,1536,1525
fan1,2164,2682,1638,1645,2268
fancb,223,308,216,254,156
fancc,405,949,441,596,459
fancd2,575,659,469,694,930
fance,1473,1552,1544,1468,1378
fancf,311,194,371,340,156
fanci,65,41,59,43,84
fancl,279,302,286,299,226
fancm,2470,3442,1857,2067,2200
fap,93,108,66,36,70
far1,2424,1895,1680,1714,1134
farp2,3855,4644,2864,2914,4028
fars2,222,330,109,238,298
farsa,1740,2165,1599,1798,1827
farsb,1255,2263,1403,1590,1433
fas,967,640,652,663,648
faslg,32,43,8,34,24
fasn,2278,2477,2363,30,2045
fasn2,4,8,4,2849,12
fastk,194,203,137,141,145
fastkd1,1106,1028,1141,692,622
fastkd2,1389,1377,1331,1271,1307
fastkd3,1012,1873,991,1596,1409
fat1a,811,599,550,803,691
fat2,29,22,2,7,15
fat3a,27,33,21,65,39
faua,5514,4965,4487,5214,6731
faxca,283,228,345,237,218
faxcb,565,360,535,302,333
faxdc2,2546,1665,912,1706,2239
fbl,5177,7155,5468,4212,5352
fblim1,0,0,0,0,0
fbln1,10,12,2,0,11
fbln2,37,44,8,18,25
fbln5,986,1013,502,351,1160
fbn1,186,82,109,30,112
fbn2b,41,49,42,22,55
fbp2,0,4,3,2,2
fbrs,1612,1711,1037,1236,1340
fbrsl1,200,183,181,69,141
fbxl13,98,106,50,66,84
fbxl14b,1898,1797,1414,1077,1868
fbxl15,266,392,184,158,296
fbxl16,5,18,7,6,8
fbxl17,950,1180,590,603,865
fbxl18,949,2185,1180,1295,1529
fbxl20,847,1034,1118,687,816
fbxl22,2,5,4,10,8
fbxl2,715,947,574,714,751
fbxl3a,749,683,746,518,683
fbxl4,785,655,502,797,827
fbxl5,2282,3366,2201,2670,2758
fbxl6,8,7,8,7,8
fbxl9,635,854,417,612,606
fbxo10,169,228,140,102,202
fbxo11a,2119,2712,1819,1707,1858
fbxo11b,751,1155,566,691,852
fbxo15,432,489,442,530,649
fbxo16,3,4,5,0,3
fbxo18,123,161,141,108,89
fbxo2,1519,995,1044,1155,901
fbxo21,790,2836,1128,2689,2327
fbxo22,2387,882,2060,2471,4169
fbxo25,719,5916,706,522,1197
fbxo28,2048,1882,2074,2090,1874
fbxo30a,951,636,1044,1112,767
fbxo31,493,1189,858,640,1069
fbxo32,1931,860,1124,1011,536
fbxo34,1010,1838,813,1115,1306
fbxo36b,1453,1693,637,594,1043
fbxo3,760,83,88,84,102
fbxo38,1418,1393,1033,1081,1219
fbxo41,75,28,56,26,15
fbxo42,1331,1498,937,1010,1261
fbxo43,2718,3665,2600,2651,3344
fbxo45,169,208,198,231,208
fbxo46,4738,4938,3504,4001,4896
fbxo5,992,1173,820,1053,778
fbxo7,452,712,396,684,545
fbxo8,275,289,172,290,167
fbxo9,724,971,540,924,910
fbxw10,2,0,16,3,4
fbxw12,2092,2377,2346,2035,2703
fbxw2,443,479,323,477,421
fbxw4,485,848,570,558,804
fbxw5,1059,747,939,836,580
fbxw7,4803,3968,2598,4161,4263
fbxw8,15,201,16,16,5
fbxw9,869,974,566,935,1010
fcer1g,77,11,18,25,33
fcf1,2582,2808,3621,2913,2588
fcho1,4251,4894,3574,3330,4182
fcho2,779,1473,991,1129,932
fdft1,1122,1263,1149,1187,1008
fdps,2692,3924,1579,2780,2749
fdx1,3468,3825,2573,3535,3690
fdx2,1153,1369,1416,1368,998
fdxacb1,461,753,382,342,522
fdxr,568,627,474,404,430
fech,2291,2065,1909,1538,2121
fem1a,577,1101,1395,1103,811
fem1b,3055,2199,2775,2436,2569
fem1c,6192,5844,5070,6612,6571
fen1,1603,1884,1567,1339,1721
fer1l4,35,39,22,19,66
fer1l6,89,206,53,29,73
fer,599,840,437,586,804
fermt1,257,123,95,159,185
fermt2,1278,1078,737,857,931
fermt3b,41,12,12,26,10
fes,11,1,1,4,8
fetub,8,0,2,0,0
fev,1433,409,1206,826,622
fez1,22,48,4,1,10
fez2a,128,173,166,117,125
fez2b,827,793,696,829,721
fezf1,81,60,245,21,41
fezf2,259,183,151,125,57
fga,0,0,2,0,0
fgb,9,8,6,15,30
fgd1,17,22,1131,1178,1753
fgd,1321,1773,2,2,8
fgd4a,333,250,356,228,178
fgd5a,134,146,127,77,122
fgd6,1076,1057,725,770,894
fgf10a,0,16,1,0,2
fgf11a,8,0,22,0,2
fgf11b,0,0,0,0,0
fgf13a,1437,1598,1602,1060,1354
fgf14,889,1205,1610,1244,4442
fgf16,140,90,60,48,116
fgf17,0,2,2,0,0
fgf18a,10,0,19,1,8
fgf19,6,15,11,4,5
fgf1a,2,9,4,20,10
fgf20b,305,259,175,114,199
fgf21,1,2,4,118,1
fgf22,0,126,0,2,4
fgf2,32,0,615,0,553
fgf23,850,920,41,456,6
fgf24,0,21,12,20,87
fgf7,1,2,0,0,2
fgf8a,61,41,36,78,71
fgf8b,5,98,636,5,24
fgfbp2b,0,2,10,0,0
fgfr1a,1679,1223,1061,1003,1320
fgfr1op2,3385,3039,2502,2656,3069
fgfr2,693,573,664,459,634
fgfr3,964,877,631,870,798
fgfr4,14,21,7,2,52
fgfrl1a,24,16,12,16,34
fgg,42,44,26,8,15
fggy,915,1122,706,626,1018
fgl1,17,2,20,10,7
fgl1b,0,0,0,0,0
fgl2a,56,24,134,24,51
fh,1851,2469,1385,1892,2178
fhdc1,75,60,75,127,102
fhdc2,12,95,12,27,33
fhdc4,416,921,357,483,577
fhip1aa,173,78,114,58,49
fhip1b,979,1008,866,909,821
fhip2a,362,659,396,519,592
fhit,66,33,22,32,23
fhl1a,57,33,24,42,42
fhl2a,4,12,0,2,6
fhl3a,1838,1308,1957,1508,1838
fhl5,23,33,16,16,40
fhod1,386,614,296,434,440
fhod3a,331,122,121,121,107
fhod3b,202,215,160,105,130
fibcd1b,29,69,21,27,26
fibina,6,4,2,2,0
fibinb,40,20,34,10,17
fibpa,749,1078,403,629,826
ficd,395,553,256,354,499
fig4a,305,606,390,472,333
figla,14028,13120,17997,12657,15543
fign,577,293,48,196,294
fignl1,4715,3771,3265,2160,3540
filip1l,8,2,6,0,4
fip1l1b,1285,1736,1026,1388,1621
firrm,748,489,523,559,576
fis1,4966,4254,3702,3599,5943
fitm1l,0,0,0,0,0
fitm2,250,432,334,387,481
fjx1,57,168,12,18,101
fkbp11,657,495,310,912,210
fkbp14,450,293,420,420,385
fkbp15b,1104,1091,1198,1215,951
fkbp16,4,6,8,0,16
fkbp1b,1054,867,758,943,771
fkbp2,1882,3112,1841,4523,2147
fkbp3,1862,3051,2965,2910,2681
fkbp4,2930,3653,3022,2742,4245
fkbp5,109,632,116,32,73
fkbp6,312,641,267,873,470
fkbp7,317,473,358,296,338
fkbp8,4284,4602,4300,4598,3482
fkbp9,2169,2486,1690,2040,2897
fkbpl,778,1182,573,880,1324
fkrp,294,222,342,186,187
fktn,767,962,437,867,767
flad1,385,623,563,516,583
flcn,338,344,221,260,357
fli1,29,62,29,68,69
fli1rs,138,25,67,41,101
flii,1414,1102,1267,965,1216
flna,14396,19802,10691,14162,17953
flot1a,10,8,10,7,3
flot1b,1353,874,993,863,996
flr,187,268,99,206,236
flrt1a,1645,1344,1758,1535,1084
flrt1b,3,2,4,2,4
flrt2,1144,1063,581,1232,1091
flrt3,94,42,66,40,56
flt1,6,10,6,4,6
flt3,61,50,40,26,54
flt4,867,846,458,796,995
flvcr1,114,71,52,33,86
flvcr2a,44,58,48,13,73
flvcr2b,889,1123,592,775,699
fmc1,2508,4585,2150,3499,3183
fmn1,1,12,9,0,8
fmn2a,1931,1997,1334,1844,1976
fmn2b,10,12,0,0,0
fmnl1a,119,56,73,86,87
fmnl2a,938,786,969,721,720
fmnl2b,46,45,36,14,25
fmnl3,512,772,445,558,827
fmoda,177,16,41,37,75
fmr1,2249,1823,2139,1750,1879
fn1a,272,236,148,299,284
fn1b,251,74,76,116,309
fn3krp,611,926,832,1199,987
fnbp1a,57,217,72,125,101
fnbp1l,1077,1141,1256,1357,1179
fnbp4,994,1006,598,637,848
fndc10,8,2,2,0,0
fndc1,40,90,32,41,41
fndc3a,2935,2664,3254,3232,2720
fndc3ba,368,412,386,205,329
fndc4a,26,9,2,4,21
fndc5a,120,191,136,89,128
fndc5b,43,14,6,24,17
fndc7a,0,2,0,0,0
fndc7rs1,8,18,6,4,28
fnip1,194,293,245,202,133
fnta,1830,2410,1601,1712,2413
fntb,404,605,427,518,457
focad,419,841,403,426,765
folr,335,276,206,23,108
fosaa,8,6,0,2,11
fosab,2417,2469,1193,2312,2480
fosb,19,10,3,16,13
fosl1a,26,35,23,54,20
fosl2,163,56,84,75,84
foxa2,0,0,0,0,0
foxa3,325,498,252,122,207
foxb1a,126,172,107,123,139
foxb2,0,0,0,0,0
foxc1a,8,41,12,4,44
foxd1,6,9,6,46,14
foxd2,53,255,48,114,27
foxd3,0,0,0,0,0
foxd5,0,4,2,2,0
foxd7,5,4,4,2,8
foxe1,0,0,0,0,0
foxe3,0,0,0,0,0
foxf1,19,4,10,8,19
foxf2a,933,776,1092,706,533
foxf2b,0,0,0,0,0
foxg1a,0,2,0,2,0
foxg1b,0,0,0,0,0
foxh1,14,2,15,4,34
foxi1,50,28,4,20,20
foxi2,1444,1138,1077,925,889
foxi3b,2,0,4,0,0
foxj1a,2,3,4,2,3
foxj1b,2,2,0,0,4
foxj2,210,398,269,153,242
foxj3,616,995,904,872,891
foxk1,89,103,187,108,68
foxk2a,1530,948,1308,1176,1459
foxl2a,349,205,239,52,179
foxl3,0,0,0,0,0
foxm1,541,1044,559,1077,740
foxn1,4,0,2,1,4
foxn2a,30,51,25,30,39
foxn4,0,0,3,2,0
foxo1a,99,110,109,85,57
foxo3a,2530,2891,1981,2483,2858
foxo3b,91,131,92,104,115
foxo4,297,229,356,328,286
foxp1b,1072,1266,1183,928,1101
foxp2,1338,1503,1531,1995,1962
foxp4,1064,1193,322,574,1183
foxq1a,97,46,80,57,63
foxq1b,16,34,16,22,55
foxq2,0,0,0,0,0
foxr1,27491,14781,22744,13539,16087
foxred1,295,497,261,508,368
foxred2,509,659,431,469,595
fpgs,5761,7174,4260,4327,6605
fpgt,578,476,473,330,241
fra10ac1,224,296,234,266,236
fras1,619,379,276,413,529
frem1b,607,680,509,517,866
frem2b,129,142,104,94,130
frem3,89,22,32,32,32
frg1,949,799,694,735,834
frk,415,508,287,272,149
frmd3,51,42,93,53,51
frmd4a,583,722,655,559,528
frmd6,560,473,518,343,412
frmd8,2081,1930,1569,1685,1750
frmpd1b,877,808,446,1008,2176
frmpd2,8,4,88,0,2
frmpd3,4,0,0,0,0
frmpd4,4,0,2,0,0
frs3,259,329,207,224,223
frya,189,101,158,162,146
fryb,341,494,216,319,554
fryl,1361,1074,1033,1282,1661
frzb,48,83,27,23,29
fscn1a,15859,15582,14220,14989,17923
fscn2b,4,3,14,4,0
fsd1,543,645,475,619,704
fshb,39,33,8,2,10
fshr,492,431,458,181,559
fsip1,40,17,47,21,14
fsta,51,6,42,28,32
fstl3,1119,838,816,166,328
fstl4,4,0,6,0,53
fstl5,136,50,127,100,90
ftcd,35,69,86,30,65
ftcdnl1,81,128,78,94,52
fth1a,40116,43754,39513,44991,40184
fto,15869,15176,9639,14237,20370
ftr82,178,160,116,65,178
ftr83,38,6,3,4,6
ftr84,6,17,14,16,0
ftr86,2406,1796,1595,3188,2545
ftsj1,1252,941,717,814,1328
ftsj3,1897,3267,1708,1866,2513
fubp1,2384,3143,1812,2020,2555
fubp3,1321,1541,1418,1113,1750
fuca2,82,149,84,60,133
fundc1,320,583,408,205,633
furina,2052,2892,1403,1346,2712
furinb,13086,10582,5746,8373,14892
fut11,689,639,496,520,646
fut7,3,3,2,3,0
fut8b,456,414,178,460,499
fut9a,2,1,0,3,16
fuz,10,8,15,2,2
fxr1,2313,1845,1899,1677,1592
fxr2,6722,8921,4527,5768,7230
fxyd5,46,2,8,41,11
fxyd6,231,234,264,336,265
fybb,29,6,5,9,4
fyco1a,292,405,143,124,204
fzd10,0,0,0,0,0
fzd2,58,93,109,138,65
fzd3a,2237,1428,2369,1880,2286
fzd3b,1247,1350,761,1332,1246
fzd4,204,172,205,157,171
fzd5,18,8,8,12,19
fzd8a,44,38,53,30,48
fzd9b,8,0,4,0,4
fzr1b,658,1554,704,1047,809
g0s2,0,6,0,0,0
g2e3,59,25,52,73,57
g3bp1,2314,4795,2017,4461,3306
g3bp2a,3535,2707,2776,2456,2804
g6fl,251,16,169,7,15
g6pc1a.1,7,15,5,4,19
g6pc1a.2,0,0,0,0,0
g6pc3,54,50,31,46,53
gaa2,2909,3294,1860,22,3339
gaa,59,25,50,2597,70
gab1,2462,2309,2127,2766,2540
gab2,533,1067,852,466,1012
gab3,101,57,51,14,39
gabarapl2,2100,1665,2082,1352,1777
gabbr1a,15,37,13,88,54
gabbr1b,655,567,527,805,669
gabbr2,866,100,62,1642,823
gabpa,1810,2540,1550,1983,1877
gabra1,0,0,2,31,2
gabra2a,56,30,41,19,58
gabra4,5306,2362,2210,1991,4164
gabra5,80,146,99,143,200
gabra6a,100,53,32,12,16
gabra6b,0,6,2,3,4
gabrb2a,2,6,9,0,36
gabrb3,241,399,257,910,519
gabrb4,216,150,97,178,253
gabrd,0,0,0,0,0
gabrg1,0,6,0,0,3
gabrg2,37,33,24,27,33
gabrp,0,0,1,0,0
gabrr2a,30,28,4,37,42
gabrr3a,16,2,9,2,6
gad2,124,72,147,174,187
gad3,25,12,37,36,16
gadd45bb,165,112,70,163,93
gadd45ga,199,424,98,139,204
gadd45gb.1,0,0,0,0,0
gadd45gip1,2788,2147,1941,1809,2641
gak,3140,2358,2220,1899,2691
gal,0,0,0,0,0
gal3st1a,21,33,13,32,47
gal3st1b,0,2,0,0,0
gal3st3,12,11,6,6,16
gal3st4,8,22,11,33,2
galcb,243,286,212,170,218
gale,2922,2586,2520,1948,1990
galk2,179,160,110,137,171
galns,479,499,342,421,564
galnt11,328,1553,185,360,299
galnt1,1753,589,1365,1712,1639
galnt12,650,851,656,825,840
galnt13,210,228,151,132,148
galnt14,154,182,159,227,173
galnt16,51,21,16,25,62
galnt17,1500,57,716,55,699
galnt18a,430,220,169,251,304
galnt18b,524,390,330,144,251
galnt2,1287,1032,1083,877,880
galnt3,4813,3846,4081,3818,4554
galnt6,1298,762,695,747,1089
galnt7,280,378,314,266,213
galnt9,17700,8474,12650,10949,11073
galr1a,0,0,0,2,0
galr2b,2,0,2,1,2
galt,425,331,276,232,354
gamt,215,135,135,125,166
gan,145,229,214,182,173
ganabb,7127,6236,5410,5295,6820
ganc,4,12,2,10,11
gap43,0,0,2,5,0
gapdh,12602,10235,11756,9080,10566
gapdhs,4181,5742,5946,5509,2702
gapvd1,1451,857,1003,913,1315
gar1,2182,5235,1991,3846,3007
garem,380,460,243,417,540
gareml,2,16,4,10,4
garnl3,132,141,66,96,169
gart,1300,2784,982,1945,1835
gas1a,514,182,156,101,238
gas2b,0,2,0,0,0
gas2l1,309,461,519,203,694
gas2l3,2140,1249,2372,1208,2284
gas6,1928,1946,1193,1495,1713
gas7a,26,25,18,40,30
gas7b,302,182,223,179,197
gas8,10,15,6,2,8
gask1b,88,20,12,30,30
gata1a,0,4,0,0,0
gata2a,8,17,20,2,18
gata2b,437,445,321,293,238
gata3,49,41,42,95,116
gata4,820,1224,1049,1036,459
gata5,742,928,794,1524,361
gata6,1686,2429,2298,2454,1400
gatad1,1141,1418,947,1068,1190
gatad2ab,1948,1452,1747,1854,1940
gatad2b,606,455,383,440,531
gatb,813,1175,557,434,503
gatc,973,1022,1284,762,1021
gatd1,258,416,272,261,192
gatd3l,44,86,40,68,62
gatm,20,67,31,8,23
gba2,1295,1444,211,1235,1392
gba3,110,237,1235,76,82
gba,330,79,78,411,427
gbe1b,255,325,228,302,243
gbf1,1530,1591,1535,1157,1590
gbp,1105,1332,951,1459,917
gbx1,4,4,8,8,4
gbx2,379,321,283,616,312
gc2,108,99,127,101,241
gca,1383,1235,1433,950,1566
gcat,672,832,553,720,784
gcc1,251,406,239,395,338
gcfc2,968,849,1013,715,697
gcgb,41,84,130,107,53
gcgra,7,0,10,12,22
gcgrb,16,8,6,7,4
gch1,82,293,146,83,130
gch2,2,0,0,0,0
gchfr,185,149,116,203,161
gck,0,0,0,0,0
gckr,167,73,73,167,200
gclc,595,533,475,252,445
gclm,1990,2115,1801,1819,1578
gcm2,0,0,2,2,6
gcn1,2257,2489,1933,2076,2471
gcna,2037,1899,1808,1449,1695
gcnt3,0,0,4,2,4
gcnt4a,80,38,19,14,32
gcnt7,0,8,10,4,10
gcshb,2944,1979,2632,2745,2483
gda,129,43,78,65,104
gdap1,643,794,568,582,570
gdap1l1,29,0,10,43,18
gdap2,2545,1780,1495,1591,2250
gde1,2887,2674,3117,3015,3086
gdf10a,112,167,61,171,113
gdf10b,224,32,65,7,31
gdf2,0,0,4,0,0
gdf3,3237,3603,2714,3253,4090
gdf6a,0,0,8,0,0
gdf6b,0,0,4,2,0
gdf9,9434,8479,8717,9035,8306
gdi1,104,46,59,45,61
gdi2,1296,2631,1362,1299,1990
gdnfa,43,14,20,16,29
gdpd1,465,404,318,288,213
gdpd2,2,0,8,2,5
gdpd3a,2,0,6,14,12
gdpd4a,65,39,21,40,60
gdpd5a,896,1089,900,780,679
gdpd5b,2786,1685,1852,2316,2726
gdpgp1,845,2072,2009,1194,672
gem,48,34,42,151,63
gemin2,1546,1369,1644,1641,1110
gemin4,544,671,522,729,635
gemin5,369,874,420,694,462
gemin6,590,615,586,542,507
gemin7,1312,1193,752,705,913
gemin8,1780,2918,1432,2566,1954
get1,4155,4077,4004,3447,3767
get3,2369,2677,2118,1926,2199
get4,1488,1672,1473,1500,1286
gfer,437,420,360,617,485
gfi1aa,16,11,6,4,10
gfi1b,7,2,5,9,17
gfm1,1242,1409,987,974,1822
gfm2,242,285,119,181,328
gfod1,33,99,32,40,119
gfod2,2231,1588,1673,1340,1515
gfpt1,3408,4191,3549,4930,4363
gfpt2,100,69,33,27,32
gfra1a,169,66,185,78,236
gfra1b,10,13,9,15,10
gfra3,2,0,0,2,3
gfra4a,27,44,18,76,68
gfra4b,0,0,0,0,0
gfral,2,2,0,9,13
gga1,1034,1163,836,1067,1098
gga3a,4,30,8,4,24
gga3b,1098,851,925,878,646
ggctb,0,0,0,0,0
ggcx,1193,1474,880,582,748
ggh,2047,2456,1382,1713,2758
ggnbp2,9208,12381,6587,7265,8213
ggps1,3869,3611,2033,3527,4012
ggt1a,4,3,0,2,2
ggt5a,30,70,59,58,82
gh1,0,0,0,0,1
ghdc,464,725,296,429,587
ghitm,783,1286,773,864,980
ghra,1216,1481,1382,745,927
ghrb,425,637,52,1012,387
ghrh,3,0,2,10,3
ghrhrb,54,39,24,35,30
ghrhrl,29,7,32,14,30
ghsra,23,47,62,26,9
gid4,1005,1048,748,772,884
gigyf1a,87,234,62,86,122
gigyf2,1509,1878,1074,1587,1715
ginm1,1785,1982,2368,1625,2150
gins1,839,720,577,801,1019
gins2,823,638,830,771,558
gins3,2374,2146,2228,1888,2225
gins4,1598,2523,3301,2797,2164
gipc1,4920,5070,4812,4583,5663
gipc2,1427,1593,774,1492,1755
gipc3,2,4,2,2,0
git1,3425,3806,2423,2651,3496
git2a,486,713,340,335,517
gja10b,7,0,4,6,3
gja1b,7,8,3,2,4
gja2,2,0,0,0,0
gja3,4,0,4,1,7
gja4,63,107,129,164,98
gja5a,16,6,16,4,14
gjb10,361,221,386,259,304
gjb1a,6,0,0,2,0
gjb3,8,0,4,6,10
gjb9b,0,0,0,4,0
